win_start	win_end	target_start	target_end	query_start	query_end
40000	50000	40327	40398	238615	238686
40000	50000	40448	40527	238737	238816
40000	50000	40776	40835	238882	238941
40000	50000	41264	41320	238882	238938
40000	50000	42423	42474	238882	238933
40000	50000	41813	41872	238882	238941
40000	50000	43664	43717	238903	238956
40000	50000	40002	40056	238961	239015
40000	50000	41830	41885	238960	239015
40000	50000	41221	41276	238961	239016
40000	50000	43417	43471	238961	239015
40000	50000	40793	40852	238960	239019
40000	50000	43783	43837	238961	239015
40000	50000	42816	42877	238970	239031
40000	50000	44463	44524	238970	239031
40000	50000	41729	41805	238981	239057
40000	50000	40993	41049	238977	239033
40000	50000	44367	44417	239179	239229
40000	50000	44596	44672	239408	239484
40000	50000	42964	43025	239423	239484
40000	50000	43051	43108	239449	239506
40000	50000	44698	44755	239449	239506
40000	50000	41231	41287	239520	239576
40000	50000	42390	42446	239520	239576
40000	50000	41051	41104	239523	239576
40000	50000	41745	41803	239607	239665
40000	50000	40790	40849	239628	239687
40000	50000	40002	40056	239632	239686
40000	50000	41827	41885	239628	239686
40000	50000	41221	41278	239632	239689
40000	50000	43417	43471	239632	239686
40000	50000	43783	43837	239632	239686
40000	50000	43664	43719	239696	239751
40000	50000	42431	42562	239805	239936
40000	50000	41766	41818	239811	239863
40000	50000	44100	44209	239888	239997
40000	50000	42564	42636	239938	240010
40000	50000	44211	44299	239999	240087
40000	50000	42638	42688	240012	240062
40000	50000	44301	44418	240089	240206
40000	50000	42654	42736	240089	240171
40000	50000	40771	40824	240158	240211
40000	50000	42738	42797	240173	240232
40000	50000	41718	41779	240251	240312
40000	50000	42827	42915	240262	240350
40000	50000	40997	41047	240262	240312
40000	50000	44474	44560	240262	240348
40000	50000	44587	44777	240375	240565
40000	50000	42964	43113	240399	240548
40000	50000	41251	41320	240577	240646
40000	50000	42410	42474	240577	240641
40000	50000	41068	41126	240577	240635
40000	50000	41805	41885	240582	240662
40000	50000	40776	40849	240590	240663
40000	50000	40002	40056	240608	240662
40000	50000	41221	41276	240608	240663
40000	50000	43417	43471	240608	240662
40000	50000	43783	43837	240608	240662
40000	50000	40801	40852	240737	240788
40000	50000	42816	42866	240739	240789
40000	50000	44463	44513	240739	240789
40000	50000	41182	41275	240752	240845
40000	50000	43377	43496	240751	240870
40000	50000	43763	43919	240771	240927
40000	50000	41831	41900	240791	240860
40000	50000	40794	40848	240791	240845
40000	50000	42238	42347	240832	240941
40000	50000	41691	41764	240895	240968
40000	50000	44771	44821	240925	240975
40000	50000	41241	41297	240933	240989
40000	50000	42400	42456	240933	240989
40000	50000	41058	41114	240933	240989
40000	50000	40327	40448	241055	241176
40000	50000	40448	40517	241177	241246
40000	50000	40002	40056	241401	241455
40000	50000	41830	41885	241400	241455
40000	50000	41221	41282	241401	241462
40000	50000	43417	43471	241401	241455
40000	50000	40793	40849	241400	241456
40000	50000	43783	43837	241401	241455
40000	50000	42390	42441	241411	241462
40000	50000	43419	43471	241464	241516
40000	50000	40796	40852	241464	241520
40000	50000	43785	43837	241464	241516
40000	50000	40004	40056	241464	241516
40000	50000	41833	41885	241464	241516
40000	50000	41223	41276	241464	241517
40000	50000	42816	42877	241471	241532
40000	50000	44463	44524	241471	241532
40000	50000	41729	41803	241482	241556
40000	50000	40993	41049	241478	241534
40000	50000	42989	43044	241522	241577
40000	50000	44636	44691	241522	241577
40000	50000	41875	41943	241567	241635
40000	50000	42281	42337	241607	241663
40000	50000	43867	43919	241607	241659
40000	50000	40086	40142	241607	241663
40000	50000	44135	44192	241631	241688
40000	50000	43584	43633	241690	241739
40000	50000	41988	42050	241741	241803
40000	50000	43635	43724	241741	241830
40000	50000	44353	44418	241788	241853
40000	50000	40771	40827	241805	241861
40000	50000	41264	41315	241810	241861
40000	50000	42423	42489	241810	241876
40000	50000	41813	41864	241810	241861
40000	50000	41766	41835	241824	241893
40000	50000	42090	42140	241843	241893
40000	50000	40131	40181	241896	241946
40000	50000	42439	42489	241948	241998
40000	50000	41768	41836	241948	242016
40000	50000	42090	42141	241965	242016
40000	50000	40327	40403	242031	242107
40000	50000	40448	40527	242153	242232
40000	50000	40139	40189	242209	242259
40000	50000	41241	41290	242214	242263
40000	50000	42400	42449	242214	242263
40000	50000	41058	41107	242214	242263
40000	50000	40532	40586	242237	242291
40000	50000	40588	40637	242293	242342
40000	50000	43664	43719	242319	242374
40000	50000	40002	40056	242377	242431
40000	50000	41830	41885	242376	242431
40000	50000	41221	41282	242377	242438
40000	50000	43417	43471	242377	242431
40000	50000	40793	40849	242376	242432
40000	50000	43783	43837	242377	242431
40000	50000	42390	42441	242387	242438
40000	50000	43419	43471	242440	242492
40000	50000	40796	40849	242440	242493
40000	50000	43785	43837	242440	242492
40000	50000	40004	40056	242440	242492
40000	50000	41833	41885	242440	242492
40000	50000	41223	41282	242440	242499
40000	50000	42390	42441	242448	242499
40000	50000	43419	43471	242501	242553
40000	50000	40796	40852	242501	242557
40000	50000	43785	43837	242501	242553
40000	50000	40004	40056	242501	242553
40000	50000	41833	41885	242501	242553
40000	50000	41223	41276	242501	242554
40000	50000	42816	42877	242508	242569
40000	50000	44463	44524	242508	242569
40000	50000	41729	41805	242519	242595
40000	50000	40993	41049	242515	242571
40000	50000	41258	41319	242597	242658
40000	50000	42417	42474	242597	242654
40000	50000	41807	41868	242597	242658
40000	50000	41075	41126	242597	242648
40000	50000	40776	40831	242603	242658
40000	50000	40220	40269	242717	242766
40000	50000	44146	44197	242801	242852
40000	50000	43790	43852	242811	242873
40000	50000	40009	40071	242811	242873
40000	50000	41838	41900	242811	242873
40000	50000	43424	43486	242811	242873
40000	50000	41735	41828	242891	242984
40000	50000	42437	42489	242922	242974
40000	50000	44590	44679	242940	243029
40000	50000	42964	43032	242961	243029
40000	50000	40002	40054	242987	243039
40000	50000	41830	41883	242986	243039
40000	50000	41221	41273	242987	243039
40000	50000	43417	43469	242987	243039
40000	50000	40793	40846	242986	243039
40000	50000	43783	43835	242987	243039
40000	50000	40791	40849	243106	243164
40000	50000	40002	40056	243109	243163
40000	50000	41828	41885	243106	243163
40000	50000	41221	41282	243109	243170
40000	50000	43417	43471	243109	243163
40000	50000	43783	43837	243109	243163
40000	50000	42390	42441	243119	243170
40000	50000	41239	41315	243310	243386
40000	50000	42398	42562	243310	243474
40000	50000	41056	41126	243310	243380
40000	50000	41805	41864	243327	243386
40000	50000	40776	40827	243335	243386
40000	50000	41766	41818	243349	243401
40000	50000	44100	44202	243426	243528
40000	50000	42564	42616	243476	243528
40000	50000	44311	44418	243576	243683
40000	50000	42664	42736	243576	243648
40000	50000	40771	40824	243635	243688
40000	50000	42738	42907	243650	243819
40000	50000	44458	44554	243723	243819
40000	50000	40803	40852	243728	243777
40000	50000	41729	41779	243739	243789
40000	50000	40993	41047	243735	243789
40000	50000	44587	44733	243852	243998
40000	50000	42964	43086	243876	243998
40000	50000	43779	43837	243959	244017
40000	50000	41831	41885	243963	244017
40000	50000	41217	41296	243959	244038
40000	50000	43413	43471	243959	244017
40000	50000	40794	40849	243963	244018
40000	50000	42390	42455	243973	244038
40000	50000	41051	41113	243976	244038
40000	50000	43193	43245	244044	244096
40000	50000	43193	43245	244105	244157
40000	50000	43247	43313	244159	244225
40000	50000	41258	41320	244183	244245
40000	50000	42417	42474	244183	244240
40000	50000	41807	41885	244183	244261
40000	50000	41075	41126	244183	244234
40000	50000	40776	40852	244189	244265
40000	50000	40002	40056	244207	244261
40000	50000	41221	41276	244207	244262
40000	50000	43417	43471	244207	244261
40000	50000	43783	43837	244207	244261
40000	50000	42816	42873	244216	244273
40000	50000	44463	44520	244216	244273
40000	50000	40993	41043	244223	244273
40000	50000	43318	43401	244230	244313
40000	50000	43801	43862	244347	244408
40000	50000	40020	40081	244347	244408
40000	50000	41849	41900	244347	244398
40000	50000	43435	43581	244347	244493
40000	50000	41230	41283	244460	244513
40000	50000	42390	42442	244461	244513
40000	50000	41051	41100	244464	244513
40000	50000	41956	42010	244515	244569
40000	50000	43603	43657	244515	244569
40000	50000	43659	43750	244571	244662
40000	50000	41200	41275	244674	244749
40000	50000	43396	43496	244674	244774
40000	50000	43763	43905	244675	244817
40000	50000	41831	41900	244695	244764
40000	50000	40794	40848	244695	244749
40000	50000	42238	42319	244736	244817
40000	50000	41739	41803	244907	244971
40000	50000	40790	40849	244934	244993
40000	50000	40002	40056	244938	244992
40000	50000	41827	41885	244934	244992
40000	50000	41221	41301	244938	245018
40000	50000	43417	43471	244938	244992
40000	50000	43783	43837	244938	244992
40000	50000	42390	42460	244948	245018
40000	50000	41051	41118	244951	245018
40000	50000	42462	42562	245020	245120
40000	50000	44100	44209	245072	245181
40000	50000	42564	42671	245122	245229
40000	50000	43422	43471	245187	245236
40000	50000	40799	40852	245187	245240
40000	50000	43788	43837	245187	245236
40000	50000	40007	40056	245187	245236
40000	50000	41836	41885	245187	245236
40000	50000	41226	41276	245187	245237
40000	50000	42816	42907	245191	245282
40000	50000	44463	44554	245191	245282
40000	50000	41729	41779	245202	245252
40000	50000	40993	41047	245198	245252
40000	50000	42967	43113	245342	245488
40000	50000	44614	44777	245342	245505
40000	50000	40346	40398	245526	245578
40000	50000	40002	40056	245853	245907
40000	50000	41830	41885	245852	245907
40000	50000	41221	41296	245853	245928
40000	50000	43417	43471	245853	245907
40000	50000	40793	40849	245852	245908
40000	50000	43783	43837	245853	245907
40000	50000	42390	42455	245863	245928
40000	50000	41051	41113	245866	245928
40000	50000	42392	42455	246048	246111
40000	50000	41051	41113	246049	246111
40000	50000	41233	41296	246048	246111
40000	50000	43247	43300	246171	246224
40000	50000	41258	41319	246256	246317
40000	50000	42417	42474	246256	246313
40000	50000	41807	41868	246256	246317
40000	50000	41075	41126	246256	246307
40000	50000	40776	40831	246262	246317
40000	50000	40220	40269	246376	246425
40000	50000	44141	44197	246455	246511
40000	50000	43790	43852	246470	246532
40000	50000	40009	40071	246470	246532
40000	50000	41838	41900	246470	246532
40000	50000	43424	43486	246470	246532
40000	50000	40790	40852	246520	246582
40000	50000	40002	40056	246524	246578
40000	50000	41827	41885	246520	246578
40000	50000	41221	41276	246524	246579
40000	50000	43417	43471	246524	246578
40000	50000	43783	43837	246524	246578
40000	50000	42816	42877	246533	246594
40000	50000	44463	44524	246533	246594
40000	50000	41729	41803	246544	246618
40000	50000	40993	41049	246540	246596
40000	50000	40790	40849	246581	246640
40000	50000	40002	40056	246585	246639
40000	50000	41827	41885	246581	246639
40000	50000	41221	41282	246585	246646
40000	50000	43417	43471	246585	246639
40000	50000	43783	43837	246585	246639
40000	50000	42390	42441	246595	246646
40000	50000	41739	41803	246736	246800
40000	50000	40790	40849	246763	246822
40000	50000	40002	40056	246767	246821
40000	50000	41827	41885	246763	246821
40000	50000	41221	41315	246767	246861
40000	50000	43417	43471	246767	246821
40000	50000	43783	43837	246767	246821
40000	50000	42390	42562	246777	246949
40000	50000	41051	41126	246780	246855
40000	50000	41805	41864	246802	246861
40000	50000	40776	40827	246810	246861
40000	50000	41766	41818	246824	246876
40000	50000	44100	44209	246901	247010
40000	50000	42564	42671	246951	247058
40000	50000	43422	43471	247016	247065
40000	50000	40799	40852	247016	247069
40000	50000	43788	43837	247016	247065
40000	50000	40007	40056	247016	247065
40000	50000	41836	41885	247016	247065
40000	50000	41226	41276	247016	247066
40000	50000	42816	42907	247020	247111
40000	50000	44463	44554	247020	247111
40000	50000	41729	41779	247031	247081
40000	50000	40993	41047	247027	247081
40000	50000	42967	43113	247171	247317
40000	50000	44614	44777	247171	247334
40000	50000	42392	42455	247328	247391
40000	50000	41051	41113	247329	247391
40000	50000	41233	41296	247328	247391
40000	50000	43247	43313	247451	247517
40000	50000	41258	41320	247475	247537
40000	50000	42417	42474	247475	247532
40000	50000	41807	41885	247475	247553
40000	50000	41075	41126	247475	247526
40000	50000	40776	40852	247481	247557
40000	50000	40002	40056	247499	247553
40000	50000	41221	41276	247499	247554
40000	50000	43417	43471	247499	247553
40000	50000	43783	43837	247499	247553
40000	50000	42816	42866	247508	247558
40000	50000	44463	44513	247508	247558
40000	50000	43440	43581	247644	247785
40000	50000	43806	43862	247644	247700
40000	50000	40025	40081	247644	247700
40000	50000	41230	41283	247752	247805
40000	50000	42390	42442	247753	247805
40000	50000	41051	41100	247756	247805
40000	50000	41991	42050	247842	247901
40000	50000	43638	43699	247842	247903
40000	50000	43701	43821	247905	248025
40000	50000	41201	41259	247967	248025
40000	50000	43397	43455	247967	248025
40000	50000	43922	43996	248126	248200
40000	50000	40141	40221	248126	248206
40000	50000	40800	40849	248176	248225
40000	50000	41227	41283	248176	248232
40000	50000	42390	42442	248180	248232
40000	50000	41051	41100	248183	248232
40000	50000	40327	40398	248312	248383
40000	50000	40588	40637	248452	248501
40000	50000	43664	43719	248478	248533
40000	50000	40002	40056	248536	248590
40000	50000	41830	41885	248535	248590
40000	50000	41221	41320	248536	248635
40000	50000	43417	43471	248536	248590
40000	50000	40793	40849	248535	248591
40000	50000	43783	43837	248536	248590
40000	50000	42390	42474	248546	248630
40000	50000	41051	41126	248549	248624
40000	50000	41805	41900	248571	248666
40000	50000	40776	40848	248579	248651
40000	50000	40002	40071	248597	248666
40000	50000	41221	41275	248597	248651
40000	50000	43417	43486	248597	248666
40000	50000	43783	43852	248597	248666
40000	50000	42392	42455	248853	248916
40000	50000	41051	41113	248854	248916
40000	50000	41233	41296	248853	248916
40000	50000	43193	43245	248922	248974
40000	50000	43247	43313	248976	249042
40000	50000	41258	41320	249000	249062
40000	50000	42417	42474	249000	249057
40000	50000	41807	41885	249000	249078
40000	50000	41075	41126	249000	249051
40000	50000	40776	40849	249006	249079
40000	50000	40002	40056	249024	249078
40000	50000	41221	41287	249024	249090
40000	50000	43417	43471	249024	249078
40000	50000	43783	43837	249024	249078
40000	50000	42390	42446	249034	249090
40000	50000	41051	41104	249037	249090
40000	50000	42821	42877	249221	249277
40000	50000	44468	44524	249221	249277
40000	50000	41729	41798	249227	249296
40000	50000	40993	41049	249223	249279
40000	50000	41739	41789	249298	249348
40000	50000	40229	40304	249373	249448
40000	50000	43673	43724	133756	133705
40000	50000	43249	43300	133631	133580
40000	50000	40801	40852	133578	133527
40000	50000	42816	42866	133576	133526
40000	50000	44463	44513	133576	133526
40000	50000	41182	41275	133563	133470
40000	50000	43377	43496	133564	133445
40000	50000	43763	43919	133544	133388
40000	50000	41831	41900	133524	133455
40000	50000	40794	40848	133524	133470
40000	50000	42238	42347	133483	133374
40000	50000	41691	41764	133420	133347
40000	50000	44771	44821	133390	133340
40000	50000	40800	40849	133335	133286
40000	50000	41227	41276	133335	133286
40000	50000	42437	42489	133284	133232
40000	50000	41766	41825	133284	133225
40000	50000	40327	40439	133199	133087
40000	50000	40448	40527	133077	132998
40000	50000	40139	40189	133021	132971
40000	50000	41241	41290	133016	132967
40000	50000	42400	42449	133016	132967
40000	50000	41058	41107	133016	132967
40000	50000	40532	40586	132993	132939
40000	50000	40002	40056	132853	132799
40000	50000	41830	41885	132854	132799
40000	50000	41221	41282	132853	132792
40000	50000	43417	43471	132853	132799
40000	50000	40793	40849	132854	132798
40000	50000	43783	43837	132853	132799
40000	50000	42390	42441	132843	132792
40000	50000	43419	43471	132790	132738
40000	50000	40796	40868	132790	132718
40000	50000	43785	43837	132790	132738
40000	50000	40004	40056	132790	132738
40000	50000	41833	41885	132790	132738
40000	50000	41223	41276	132790	132737
40000	50000	42816	42865	132783	132734
40000	50000	44463	44512	132783	132734
40000	50000	40002	40058	132731	132675
40000	50000	41830	41887	132732	132675
40000	50000	41221	41275	132731	132677
40000	50000	43417	43473	132731	132675
40000	50000	40793	40848	132732	132677
40000	50000	43783	43839	132731	132675
40000	50000	40002	40058	132609	132553
40000	50000	41830	41887	132610	132553
40000	50000	41221	41275	132609	132555
40000	50000	43417	43473	132609	132553
40000	50000	40793	40848	132610	132555
40000	50000	43783	43839	132609	132553
40000	50000	42281	42334	132525	132472
40000	50000	43867	43919	132525	132473
40000	50000	40086	40139	132525	132472
40000	50000	41238	41292	132470	132416
40000	50000	42397	42451	132470	132416
40000	50000	41055	41109	132470	132416
40000	50000	43612	43724	132414	132302
40000	50000	41965	42050	132414	132329
40000	50000	44353	44418	132344	132279
40000	50000	40771	40821	132327	132277
40000	50000	43940	43996	132269	132213
40000	50000	40159	40221	132269	132207
40000	50000	40800	40849	132237	132188
40000	50000	41227	41278	132237	132186
40000	50000	42439	42489	132184	132134
40000	50000	41768	41825	132184	132127
40000	50000	40002	40056	131938	131884
40000	50000	41830	41885	131939	131884
40000	50000	41221	41282	131938	131877
40000	50000	43417	43471	131938	131884
40000	50000	40793	40849	131939	131883
40000	50000	43783	43837	131938	131884
40000	50000	42390	42441	131928	131877
40000	50000	40220	40269	131720	131671
40000	50000	44141	44197	131641	131585
40000	50000	43790	43839	131626	131577
40000	50000	40009	40058	131626	131577
40000	50000	41838	41887	131626	131577
40000	50000	43424	43473	131626	131577
40000	50000	41741	41805	131540	131476
40000	50000	42966	43032	131474	131408
40000	50000	44613	44679	131474	131408
40000	50000	40002	40056	131450	131396
40000	50000	41830	41885	131451	131396
40000	50000	41221	41276	131450	131395
40000	50000	43417	43471	131450	131396
40000	50000	40793	40852	131451	131392
40000	50000	43783	43837	131450	131396
40000	50000	42816	42877	131441	131380
40000	50000	44463	44524	131441	131380
40000	50000	41729	41788	131430	131371
40000	50000	40993	41049	131434	131378
40000	50000	40791	40849	131331	131273
40000	50000	40002	40056	131328	131274
40000	50000	41828	41885	131331	131274
40000	50000	41221	41282	131328	131267
40000	50000	43417	43471	131328	131274
40000	50000	43783	43837	131328	131274
40000	50000	42390	42441	131318	131267
40000	50000	41739	41803	131176	131112
40000	50000	40790	40849	131149	131090
40000	50000	40002	40056	131145	131091
40000	50000	41827	41885	131149	131091
40000	50000	41221	41278	131145	131088
40000	50000	43417	43471	131145	131091
40000	50000	43783	43837	131145	131091
40000	50000	42449	42562	130954	130841
40000	50000	44100	44209	130889	130780
40000	50000	42564	42634	130839	130769
40000	50000	44222	44418	130767	130571
40000	50000	42638	42688	130765	130715
40000	50000	42645	42736	130697	130606
40000	50000	40771	40824	130619	130566
40000	50000	42738	42809	130604	130533
40000	50000	44462	44530	130527	130459
40000	50000	42815	42883	130527	130459
40000	50000	40803	40852	130526	130477
40000	50000	41729	41779	130515	130465
40000	50000	40993	41047	130519	130465
40000	50000	44587	44707	130402	130282
40000	50000	42964	43060	130378	130282
40000	50000	40139	40189	130215	130165
40000	50000	41241	41296	130210	130155
40000	50000	42400	42455	130210	130155
40000	50000	41058	41113	130210	130155
40000	50000	43193	43245	130149	130097
40000	50000	43247	43300	130095	130042
40000	50000	40801	40852	130040	129989
40000	50000	42816	42866	130038	129988
40000	50000	44463	44513	130038	129988
40000	50000	41182	41275	130025	129932
40000	50000	43377	43496	130026	129907
40000	50000	43763	43919	130006	129850
40000	50000	41831	41900	129986	129917
40000	50000	40794	40848	129986	129932
40000	50000	42238	42347	129945	129836
40000	50000	41691	41764	129882	129809
40000	50000	44771	44821	129852	129802
40000	50000	43922	43996	129847	129773
40000	50000	40532	40627	129456	129361
40000	50000	40002	40056	129316	129262
40000	50000	41830	41885	129317	129262
40000	50000	41221	41282	129316	129255
40000	50000	43417	43471	129316	129262
40000	50000	40793	40849	129317	129261
40000	50000	43783	43837	129316	129262
40000	50000	42390	42441	129306	129255
40000	50000	43419	43471	129253	129201
40000	50000	40796	40852	129253	129197
40000	50000	43785	43837	129253	129201
40000	50000	40004	40056	129253	129201
40000	50000	41833	41885	129253	129201
40000	50000	41223	41276	129253	129200
40000	50000	42816	42877	129246	129185
40000	50000	44463	44524	129246	129185
40000	50000	41729	41803	129235	129161
40000	50000	40993	41049	129239	129183
40000	50000	40790	40848	129198	129140
40000	50000	40002	40071	129194	129125
40000	50000	41827	41943	129198	129082
40000	50000	41221	41275	129194	129140
40000	50000	43417	43486	129194	129125
40000	50000	43783	43852	129194	129125
40000	50000	42281	42337	129110	129054
40000	50000	43867	43919	129110	129058
40000	50000	40086	40142	129110	129054
40000	50000	44135	44197	129086	129024
40000	50000	41228	41294	129065	128999
40000	50000	42390	42453	129062	128999
40000	50000	41051	41111	129059	128999
40000	50000	43632	43697	128979	128914
40000	50000	41985	42087	128979	128877
40000	50000	41777	41835	128760	128702
40000	50000	42090	42140	128752	128702
40000	50000	43940	43996	128732	128676
40000	50000	40159	40221	128732	128670
40000	50000	40800	40849	128700	128651
40000	50000	41227	41315	128700	128612
40000	50000	42390	42489	128696	128597
40000	50000	41051	41126	128693	128618
40000	50000	41805	41864	128671	128612
40000	50000	40776	40827	128663	128612
40000	50000	41766	41825	128649	128590
40000	50000	40335	40403	128556	128488
40000	50000	40139	40189	128386	128336
40000	50000	41241	41290	128381	128332
40000	50000	42400	42449	128381	128332
40000	50000	41058	41107	128381	128332
40000	50000	40532	40586	128358	128304
40000	50000	43664	43719	128276	128221
40000	50000	40002	40056	128218	128164
40000	50000	41830	41885	128219	128164
40000	50000	41221	41277	128218	128162
40000	50000	43417	43471	128218	128164
40000	50000	40793	40849	128219	128163
40000	50000	43783	43837	128218	128164
40000	50000	43419	43486	128155	128088
40000	50000	40796	40848	128155	128103
40000	50000	43785	43852	128155	128088
40000	50000	40004	40071	128155	128088
40000	50000	41833	41900	128155	128088
40000	50000	41223	41275	128155	128103
40000	50000	42819	42873	128084	128030
40000	50000	44466	44520	128084	128030
40000	50000	40993	41043	128080	128030
40000	50000	43318	43368	128073	128023
40000	50000	44145	44197	128039	127987
40000	50000	41228	41286	128028	127970
40000	50000	42390	42445	128025	127970
40000	50000	41051	41103	128022	127970
40000	50000	43925	43996	128015	127944
