win_start	win_end	target_start	target_end	query_start	query_end
22170000	22180000	22176733	22176793	22972602	22972662
22170000	22180000	22177275	22177343	22973153	22973221
22170000	22180000	22179136	22179208	22974998	22975070
23930000	23940000	23932707	23932774	24126618	24126685
23930000	23940000	23933775	23933828	24126846	24126899
23930000	23940000	23934027	23934076	24127017	24127066
23930000	23940000	23933526	23933607	24127017	24127098
23930000	23940000	23933775	23933828	24127266	24127319
23930000	23940000	23934027	23934076	24127437	24127486
23930000	23940000	23933526	23933580	24127437	24127491
23930000	23940000	23933609	23933666	24127520	24127577
23930000	23940000	23933196	23933246	24127527	24127577
23930000	23940000	23936189	23936244	24128693	24128748
42930000	42940000	42930227	42930292	43016556	43016621
42930000	42940000	42930140	42930306	43019468	43019634
42930000	42940000	42930308	42930420	43019636	43019748
42930000	42940000	42930612	42930706	43019940	43020034
42930000	42940000	42931297	42931351	43020627	43020681
42930000	42940000	42931350	42931420	43020681	43020751
42930000	42940000	42931642	42931728	43020971	43021057
42930000	42940000	42933650	42933759	43022934	43023043
42930000	42940000	42933839	42933900	43023124	43023185
42930000	42940000	42934089	42934145	43023374	43023430
42930000	42940000	42934286	42934345	43023571	43023630
42930000	42940000	42934347	42934445	43023632	43023730
42930000	42940000	42934513	42934590	43023798	43023875
42930000	42940000	42934617	42934687	43023903	43023973
42930000	42940000	42934777	42934884	43024063	43024170
42930000	42940000	42935087	42935193	43024374	43024480
42930000	42940000	42935270	42935319	43024557	43024606
42930000	42940000	42935494	42935554	43024781	43024841
42930000	42940000	42935625	42935698	43024912	43024985
42930000	42940000	42935838	42935898	43025125	43025185
42930000	42940000	42935964	42936016	43025247	43025299
42930000	42940000	42936299	42936354	43025582	43025637
42930000	42940000	42937265	42937330	43026562	43026627
42930000	42940000	42938163	42938249	43027438	43027524
42930000	42940000	42938553	42938611	43027829	43027887
42930000	42940000	42938936	42938993	43028211	43028268
42930000	42940000	42939146	42939219	43028421	43028494
42930000	42940000	42930227	42930292	43073139	43073204
42930000	42940000	42930183	42930233	43076095	43076145
42930000	42940000	42930235	42930292	43076147	43076204
42930000	42940000	42930336	42930420	43076248	43076332
42930000	42940000	42930587	42930654	43076499	43076566
42930000	42940000	42931281	42931347	43077185	43077251
42930000	42940000	42931350	42931421	43077255	43077326
42930000	42940000	42931522	42931607	43077427	43077512
42930000	42940000	42933650	42933769	43079116	43079235
42930000	42940000	42934081	42934145	43079550	43079614
42930000	42940000	42934286	42934345	43079755	43079814
42930000	42940000	42934487	42934564	43079955	43080032
42930000	42940000	42935087	42935193	43080564	43080670
42930000	42940000	42935270	42935324	43080747	43080801
42930000	42940000	42935625	42935734	43081102	43081211
42930000	42940000	42935847	42935914	43081324	43081391
42930000	42940000	42937131	42937189	43082624	43082682
42930000	42940000	42937211	42937263	43082704	43082756
42930000	42940000	42937332	42937411	43082824	43082903
42930000	42940000	42938160	42938249	43083639	43083728
42930000	42940000	42938545	42938624	43084025	43084104
42930000	42940000	42938854	42938926	43084333	43084405
42930000	42940000	42938936	42939020	43084415	43084499
42930000	42940000	42939022	42939077	43084501	43084556
42930000	42940000	42939126	42939220	43084605	43084699
42930000	42940000	42939279	42939348	43084757	43084826
42930000	42940000	42939914	42939973	43085383	43085442
42930000	42940000	42930140	42930233	43179576	43179669
42930000	42940000	42930235	42930292	43179671	43179728
42930000	42940000	42930294	42930352	43179730	43179788
42930000	42940000	42930354	42930420	43179790	43179856
42930000	42940000	42930587	42930672	43180023	43180108
42930000	42940000	42931281	42931333	43180717	43180769
42930000	42940000	42931522	42931575	43180957	43181010
42930000	42940000	42933650	42933724	43183036	43183110
42930000	42940000	42934613	42934687	43183991	43184065
42930000	42940000	42934777	42934836	43184155	43184214
42930000	42940000	42935009	42935072	43184386	43184449
42930000	42940000	42935087	42935193	43184465	43184571
42930000	42940000	42935494	42935546	43184872	43184924
42930000	42940000	42935832	42935888	43185210	43185266
42930000	42940000	42937211	42937263	43186539	43186591
42930000	42940000	42937265	42937330	43186593	43186658
42930000	42940000	42937771	42937822	43187066	43187117
42930000	42940000	42938064	42938116	43187359	43187411
42930000	42940000	42938936	42938995	43188231	43188290
42930000	42940000	42939079	42939128	43188374	43188423
42930000	42940000	42939274	42939348	43188569	43188643
42930000	42940000	42930128	42930210	43198681	43198763
42930000	42940000	42930235	42930292	43198788	43198845
42930000	42940000	42930331	42930420	43198884	43198973
42930000	42940000	42930470	42930520	43199023	43199073
42930000	42940000	42930604	42930672	43199157	43199225
42930000	42940000	42931281	42931347	43199833	43199899
42930000	42940000	42931790	42931851	43200344	43200405
42930000	42940000	42933650	42933719	43202151	43202220
42930000	42940000	42933839	42933900	43202340	43202401
42930000	42940000	42934065	42934125	43202566	43202626
42930000	42940000	42934347	42934396	43202848	43202897
42930000	42940000	42934487	42934565	43202988	43203066
42930000	42940000	42934798	42934884	43203281	43203367
42930000	42940000	42935138	42935193	43203622	43203677
42930000	42940000	42937221	42937283	43205681	43205743
42930000	42940000	42937340	42937389	43205797	43205846
42930000	42940000	42938064	42938116	43206493	43206545
42930000	42940000	42938840	42938895	43207267	43207322
42930000	42940000	42938936	42939012	43207363	43207439
42930000	42940000	42939178	42939271	43207605	43207698
42930000	42940000	42930213	42930264	43262631	43262682
42930000	42940000	42930308	42930358	43262733	43262783
42930000	42940000	42930470	42930520	43262895	43262945
42930000	42940000	42930604	42930661	43263029	43263086
42930000	42940000	42931215	42931273	43263645	43263703
42930000	42940000	42931281	42931347	43263711	43263777
42930000	42940000	42931790	42931858	43264223	43264291
42930000	42940000	42933650	42933759	43266031	43266140
42930000	42940000	42933839	42933900	43266221	43266282
42930000	42940000	42934084	42934145	43266465	43266526
42930000	42940000	42934286	42934345	43266667	43266726
42930000	42940000	42934512	42934565	43266893	43266946
42930000	42940000	42934985	42935047	43267363	43267425
42930000	42940000	42935130	42935193	43267510	43267573
42930000	42940000	42935954	42936016	43268322	43268384
42930000	42940000	42936512	42936571	43268880	43268939
42930000	42940000	42937265	42937321	43269620	43269676
42930000	42940000	42937332	42937411	43269687	43269766
42930000	42940000	42938064	42938116	43270411	43270463
42930000	42940000	42938840	42938926	43271187	43271273
42930000	42940000	42938936	42938995	43271283	43271342
42930000	42940000	42939022	42939099	43271355	43271432
42930000	42940000	42939101	42939176	43271434	43271509
42930000	42940000	42939286	42939348	43271619	43271681
41910000	41920000	41910061	41910133	42250529	42250601
54790000	54800000	54790205	54790264	54855799	54855858
15680000	15690000	15680061	15680154	15774520	15774427
15680000	15690000	15680272	15680321	15774309	15774260
15680000	15690000	15680354	15680476	15774228	15774106
15680000	15690000	15681758	15681821	15772801	15772738
15680000	15690000	15682260	15682367	15772286	15772179
15680000	15690000	15682377	15682471	15772169	15772075
15680000	15690000	15682473	15682523	15772073	15772023
15680000	15690000	15682538	15682627	15772008	15771919
15680000	15690000	15683380	15683443	15771367	15771304
15680000	15690000	15683553	15683604	15771195	15771144
15680000	15690000	15683848	15683911	15770901	15770838
15680000	15690000	15685148	15685206	15769634	15769576
49150000	49160000	49157084	49157150	50249486	50249552
43010000	43020000	43014261	43014312	43070845	43070896
43010000	43020000	43014632	43014743	43071216	43071327
43010000	43020000	43014828	43014883	43071412	43071467
43010000	43020000	43015008	43015063	43071592	43071647
43010000	43020000	43015831	43015925	43072415	43072509
43010000	43020000	43016174	43016233	43072758	43072817
43010000	43020000	43016237	43016298	43072821	43072882
43010000	43020000	43016346	43016627	43072929	43073210
43010000	43020000	43019555	43019620	43073139	43073204
43010000	43020000	43016643	43016695	43073226	43073278
43010000	43020000	43016799	43016850	43073382	43073433
43010000	43020000	43016866	43016915	43073449	43073498
43010000	43020000	43017534	43017598	43074121	43074185
43010000	43020000	43017884	43017954	43074471	43074541
43010000	43020000	43018011	43018074	43074597	43074660
43010000	43020000	43018401	43018462	43074985	43075046
43010000	43020000	43018492	43018545	43075076	43075129
43010000	43020000	43018664	43018738	43075248	43075322
43010000	43020000	43018746	43018820	43075330	43075404
43010000	43020000	43018822	43018890	43075406	43075474
43010000	43020000	43018991	43019120	43075575	43075704
43010000	43020000	43019218	43019270	43075802	43075854
43010000	43020000	43019511	43019561	43076095	43076145
43010000	43020000	43016564	43016624	43076147	43076207
43010000	43020000	43019563	43019620	43076147	43076204
43010000	43020000	43019664	43019751	43076248	43076335
43010000	43020000	43019888	43019938	43076472	43076522
43010000	43020000	43014261	43014346	43174360	43174445
43010000	43020000	43014533	43014610	43174632	43174709
43010000	43020000	43014631	43014687	43174730	43174786
43010000	43020000	43015068	43015117	43175167	43175216
43010000	43020000	43015429	43015485	43175528	43175584
43010000	43020000	43015831	43015925	43175934	43176028
43010000	43020000	43016046	43016134	43176149	43176237
43010000	43020000	43016303	43016370	43176406	43176473
43010000	43020000	43016372	43016430	43176475	43176533
43010000	43020000	43016486	43016535	43176589	43176638
43010000	43020000	43016617	43016701	43176720	43176804
43010000	43020000	43016799	43016854	43176902	43176957
43010000	43020000	43018005	43018074	43178116	43178185
43010000	43020000	43018089	43018152	43178200	43178263
43010000	43020000	43018355	43018468	43178464	43178577
43010000	43020000	43018492	43018545	43178601	43178654
43010000	43020000	43018664	43018759	43178773	43178868
43010000	43020000	43019052	43019107	43179161	43179216
43010000	43020000	43019266	43019318	43179375	43179427
43010000	43020000	43019440	43019561	43179548	43179669
43010000	43020000	43016564	43016624	43179671	43179731
43010000	43020000	43019563	43019620	43179671	43179728
43010000	43020000	43019682	43019753	43179790	43179861
43010000	43020000	43019940	43020000	43180048	43180108
43010000	43020000	43015860	43015911	43195088	43195139
43010000	43020000	43016038	43016105	43195266	43195333
43010000	43020000	43016107	43016173	43195335	43195401
43010000	43020000	43016486	43016535	43195713	43195762
43010000	43020000	43016617	43016701	43195844	43195928
43010000	43020000	43016799	43016849	43196026	43196076
43010000	43020000	43018355	43018468	43197582	43197695
43010000	43020000	43018664	43018759	43197891	43197986
43010000	43020000	43018761	43018810	43197988	43198037
43010000	43020000	43019009	43019068	43198236	43198295
43010000	43020000	43019264	43019318	43198490	43198544
43010000	43020000	43019468	43019538	43198693	43198763
43010000	43020000	43016564	43016624	43198788	43198848
43010000	43020000	43019563	43019620	43198788	43198845
43010000	43020000	43019659	43019753	43198884	43198978
43010000	43020000	43019940	43020000	43199165	43199225
43010000	43020000	43014261	43014325	43257347	43257411
43010000	43020000	43014584	43014694	43257670	43257780
43010000	43020000	43014846	43014901	43257932	43257987
43010000	43020000	43014944	43015004	43258030	43258090
43010000	43020000	43015006	43015063	43258092	43258149
43010000	43020000	43015429	43015488	43258515	43258574
43010000	43020000	43015801	43015872	43258891	43258962
43010000	43020000	43015981	43016031	43259071	43259121
43010000	43020000	43016045	43016105	43259135	43259195
43010000	43020000	43016107	43016233	43259197	43259323
43010000	43020000	43016346	43016438	43259436	43259528
43010000	43020000	43016576	43016626	43259666	43259716
43010000	43020000	43016819	43016886	43259909	43259976
43010000	43020000	43017897	43017958	43260990	43261051
43010000	43020000	43018107	43018189	43261199	43261281
43010000	43020000	43018401	43018468	43261492	43261559
43010000	43020000	43018493	43018545	43261584	43261636
43010000	43020000	43018664	43018800	43261754	43261890
43010000	43020000	43019031	43019114	43262121	43262204
43010000	43020000	43019266	43019318	43262356	43262408
43010000	43020000	43019541	43019592	43262631	43262682
43010000	43020000	43019636	43019686	43262733	43262783
43010000	43020000	43019940	43019989	43263037	43263086
20650000	20660000	20651595	20651660	21314812	21314877
21810000	21820000	21819090	21819154	22196595	22196659
21810000	21820000	21819100	21819155	22403391	22403446
21810000	21820000	21819090	21819156	22988320	22988386
21810000	21820000	21817942	21817992	23231317	23231367
21810000	21820000	21819104	21819156	23374647	23374699
21810000	21820000	21819099	21819153	23755429	23755483
21810000	21820000	21819099	21819155	22653429	22653373
21810000	21820000	21817942	21817992	22073513	22073463
21080000	21090000	21083919	21083978	21143492	21143551
21080000	21090000	21084993	21085042	21144576	21144625
21080000	21090000	21085292	21085348	21144869	21144925
42730000	42740000	42730021	42730091	42845259	42845329
42730000	42740000	42730262	42730312	42845500	42845550
42730000	42740000	42730468	42730517	42845706	42845755
42730000	42740000	42730640	42730741	42845878	42845979
42730000	42740000	42730800	42730873	42846035	42846108
42730000	42740000	42730888	42730938	42846123	42846173
42730000	42740000	42731343	42731434	42846578	42846669
42730000	42740000	42731980	42732101	42847219	42847340
42730000	42740000	42732236	42732288	42847475	42847527
42730000	42740000	42732680	42732733	42847919	42847972
42730000	42740000	42732803	42732862	42848042	42848101
42730000	42740000	42733079	42733146	42848318	42848385
42730000	42740000	42733165	42733252	42848404	42848491
42730000	42740000	42733309	42733366	42848548	42848605
42730000	42740000	42733613	42733662	42848851	42848900
42730000	42740000	42733677	42733770	42848915	42849008
42730000	42740000	42733772	42733848	42849010	42849086
42730000	42740000	42733912	42733980	42849150	42849218
42730000	42740000	42734641	42734737	42849879	42849975
42730000	42740000	42736972	42737081	42852191	42852300
42730000	42740000	42737128	42737183	42852347	42852402
42730000	42740000	42737607	42737671	42852827	42852891
42730000	42740000	42738136	42738191	42853357	42853412
42730000	42740000	42738459	42738539	42853680	42853760
42730000	42740000	42738805	42738884	42854030	42854109
42730000	42740000	42739595	42739676	42854836	42854917
42730000	42740000	42739724	42739787	42854963	42855026
42730000	42740000	42739795	42739850	42855034	42855089
42730000	42740000	42730526	42730602	42869504	42869580
42730000	42740000	42730604	42730741	42869582	42869719
42730000	42740000	42730743	42730876	42869721	42869854
42730000	42740000	42731343	42731423	42870321	42870401
42730000	42740000	42731490	42731571	42870467	42870548
42730000	42740000	42731901	42731999	42870880	42870978
42730000	42740000	42732001	42732101	42870980	42871080
42730000	42740000	42732103	42732166	42871082	42871145
42730000	42740000	42732774	42732862	42871757	42871845
42730000	42740000	42732914	42732970	42871897	42871953
42730000	42740000	42733136	42733195	42872119	42872178
42730000	42740000	42733197	42733252	42872180	42872235
42730000	42740000	42733371	42733425	42872354	42872408
42730000	42740000	42733453	42733502	42872436	42872485
42730000	42740000	42733695	42733745	42872673	42872723
42730000	42740000	42734571	42734659	42873548	42873636
42730000	42740000	42734873	42734931	42873853	42873911
42730000	42740000	42736708	42736788	42875890	42875970
42730000	42740000	42736972	42737055	42876154	42876237
42730000	42740000	42737238	42737294	42876421	42876477
42730000	42740000	42737466	42737521	42876652	42876707
42730000	42740000	42737607	42737660	42876792	42876845
42730000	42740000	42737912	42737980	42877097	42877165
42730000	42740000	42738162	42738270	42877347	42877455
42730000	42740000	42738447	42738540	42877632	42877725
42730000	42740000	42738782	42738851	42877971	42878040
42730000	42740000	42739595	42739676	42878804	42878885
42730000	42740000	42739786	42739850	42878993	42879057
42730000	42740000	42730240	42730316	42908034	42908110
42730000	42740000	42730318	42730410	42908112	42908204
42730000	42740000	42730468	42730517	42908262	42908311
42730000	42740000	42730534	42730587	42908328	42908381
42730000	42740000	42730652	42730741	42908447	42908536
42730000	42740000	42730790	42730849	42908585	42908644
42730000	42740000	42730940	42731011	42908735	42908806
42730000	42740000	42731333	42731400	42909124	42909191
42730000	42740000	42731507	42731565	42909297	42909355
42730000	42740000	42732102	42732166	42909892	42909956
42730000	42740000	42732168	42732228	42909958	42910018
42730000	42740000	42732230	42732325	42910020	42910115
42730000	42740000	42732455	42732505	42910251	42910301
42730000	42740000	42732680	42732734	42910476	42910530
42730000	42740000	42732774	42732860	42910570	42910656
42730000	42740000	42733063	42733146	42910859	42910942
42730000	42740000	42733148	42733217	42910944	42911013
42730000	42740000	42733309	42733361	42911105	42911157
42730000	42740000	42734641	42734724	42912432	42912515
42730000	42740000	42734785	42734853	42912576	42912644
42730000	42740000	42736708	42736788	42914106	42914186
42730000	42740000	42736824	42736920	42914220	42914316
42730000	42740000	42736972	42737081	42914368	42914477
42730000	42740000	42737234	42737291	42914630	42914687
42730000	42740000	42737607	42737656	42915003	42915052
42730000	42740000	42737832	42737886	42915228	42915282
42730000	42740000	42737929	42737979	42915326	42915376
42730000	42740000	42738092	42738181	42915489	42915578
42730000	42740000	42738447	42738567	42915844	42915964
42730000	42740000	42738576	42738632	42915973	42916029
